question,category,ai_intent,ai_medical_relevance
Mujhe cardiology Dr. Se appointment kese milega,appointment,scheduling,high
i want to apply for bsc nursing,courses,information_seeking,medium
Ot technician ke leye form aa gaye kyaa,general,information_seeking,medium
Aapko kab pta chalega,general,scheduling,medium
Sir pharmacy ki vacancy kab aayegi,departments,scheduling,medium
kgmu nursing officer admit card,courses,information_seeking,high
Nursing tutor ka vacancy aane wala hai,courses,information_seeking,medium
Kgmu nursing officer exam 2026 kb tk hoge,exams,information_seeking,medium
I want to take an appointment for today,appointment,scheduling,medium
Ent specialist me Tuesday ko opd me kaun bithata hai,opd,information_seeking,high
What about paramedic courses,courses,information_seeking,medium
But their is diploma mujhe bachelor of dialysis therapy Krna h,courses,information_seeking,medium
Dr Garima Jaiswal,general,information_seeking,high
How can I take admission here in bmrit,admissions,information_seeking,medium
Bmrit ki kitni seats hai 2026 me,admissions,information_seeking,high
3 April 2026 good Friday hai ..opd open hogi aaj ?,opd,scheduling,medium
I want inffor bsc nursing?,courses,information_seeking,medium
Kgmu nursing exam date ??,exams,information_seeking,high
I would like to have covid vaccine,general,information_seeking,high
I want to know about the paramedical courses,courses,information_seeking,medium
When will be joining of assistant security officer expected ?,general,information_seeking,medium
How can i apply for psychology internship,career,information_seeking,high
when will the application forms for Mphil Clinical Psychology be out for 2025?,general,scheduling,high
Emergency appointment,appointment,scheduling,high
hey i want to know that in socme courses like bpt and bmlt we take addmisiion directly in kgmu,courses,information_seeking,medium
When is the date of Nursing officer exam,exams,scheduling,medium
When was nursing officer exam to be held,exams,information_seeking,medium
Dialysis technician ke post pe,general,information_seeking,high
Gastologist ke doctor kis din baithte hai,general,information_seeking,high
Mujhe GNM admission se related help chahiye,admissions,information_seeking,medium
Bsc in rediothiripy admision,courses,information_seeking,medium
what is bond amount for bsc nursing,courses,information_seeking,medium
How can we contact admission department,admissions,information_seeking,medium
Admission for bsc radiology,admissions,information_seeking,high
मुझे किडनी स्पेशलिस्ट से डॉ से दिखना है,general,information_seeking,medium
Blood report kaise dekhen,general,information_seeking,high
Sir pharmacist ka exam kb hoga,exams,information_seeking,medium
mai lari me dikhna chahta hoo kaise hoga,general,scheduling,high
Dr s.n kureel ka day kaun sa hai opd k liye,opd,information_seeking,high
Isiliye mai nhi diya but number same hai,contact,information_seeking,medium
Vacancy available hai kya,career,information_seeking,medium
is there a service available for consulting with rishi Shethi in the evening opd which is an exclusive opd as compare to general opd,opd,information_seeking,high
Hello sir ... I want addmission in kgmu for ot tecnician corse,general,information_seeking,high
Pdcc courses available …??,courses,information_seeking,high
Doctor pharmacy karne ke bad internship mein admission karaen,admissions,information_seeking,medium
नमस्ते मेरा नाम विनय चौधरी है मैं गोरखपुर का रहने वाला हूं मुझे न्यूरो के डॉक्टर से मिलना है उसके लिए मैं एक समय सुनिश्चित करना चाहता हूं जिससे मैं उनसे सलाह ले सकूं अपने आप को दिखा कर।,general,information_seeking,high
Non teaching staff vacancy result,exams,information_seeking,medium
Admission process for bpt course in 2026,admissions,information_seeking,medium
Lastest nursing tutor vacancy,courses,information_seeking,medium
Can i get information regarding the Classes of BDS first year. It would be very helpful if I can get the contact number of concerned person relating to administration of BDS first year. Kindly reply,contact,information_seeking,high
I want to book an appointment in urology department on Monday,appointment,scheduling,high
Dmlt karna chahte h aur uski last date kb h.,general,information_seeking,high
ENT Specialist panel,departments,information_seeking,high
Bsc radiology ka intrance online hota h?,departments,information_seeking,medium
King George's Medical University,general,information_seeking,medium
which department i should i book appointment for?,appointment,scheduling,high
Kgmu nursing officer exam please release notification,exams,information_seeking,high
mai maharashtra ki hu aur registration mp ka hai kya mai apply kr Sakti hu,appointment,information_seeking,medium
When the form application begins for admission of paramedical science in KGMU,admissions,scheduling,medium
Permanent pacemaker price,general,information_seeking,medium
27 /03/2026 Ko ram navmi ko avkash hai,general,scheduling,high
notic board no show this details,general,information_seeking,high
Kgmu lucknow nursing officer,courses,information_seeking,medium
Admission to MHA program,admissions,information_seeking,medium
Mujhe bsc nursing mein admission Lena hai,admissions,information_seeking,high
Mujhe ot technical course Krna hai,courses,information_seeking,high
Maam hamko nursing job ki jarurat hai vacancy hai,courses,information_seeking,medium
Kgmu nursing officer 2026 ka exam kab hoga,exams,information_seeking,medium
where i can find the result,exams,navigation,medium
Is hospital is open Tommorow?,general,scheduling,medium
Appointment for dr,appointment,scheduling,high
What was the cutoff in 2023,admissions,information_seeking,medium
Exam koi to idea hogaa,exams,information_seeking,medium
Can i ask information through RTI,general,information_seeking,high
does it has residential treament,general,information_seeking,high
App nahi hai iska jisse mai mere ko notification aa jaye addmission hone laga hai mere ko addmission Karna hai BMLT pls help mai choot na jau na Koi tarika batao 2026 me karna hai addmission,general,information_seeking,medium
Eye OPD kab khuli rahli hai,opd,scheduling,high
होंठ की प्लास्टिक सर्जरी करवाना है,general,information_seeking,medium
MAI AJAY KUMAR MERA SISTER KA MAIND KAM NAHI KAR RAHA HAI,general,information_seeking,high
In this link it does not show bsc mlt course,courses,information_seeking,medium
Flat nose ki surgery karwani hai,departments,information_seeking,high
where can i find the documents regarding diploma paramedical admissions,admissions,navigation,high
Entrance exam,admissions,information_seeking,medium
Nephrology mondy को open हैं,general,information_seeking,high
knee replacment robotic surgery is done in hospital,departments,information_seeking,high
MHA full details and exam 2026,exams,information_seeking,high
Mujhe dant main taar lagvana he,general,information_seeking,high
I want to know that is there any internship program,courses,information_seeking,medium
i want to book appointment,appointment,scheduling,medium
ANM Passed student are eligible,admissions,information_seeking,medium
Bsc ott admission chal raha hai ya nahi,admissions,information_seeking,medium
There is BMLT course for me,courses,information_seeking,medium
Is laptop a flap surgery,departments,information_seeking,high
Appointment neurology,appointment,scheduling,high
On which days does Dr Ml Patel Sir's OPD take place? please tell me,opd,information_seeking,high
